timestamp,asset_name,attribute_name,attribute_value
170,Vertical Conveyor,Alarm_State,NORMAL
170,Vertical Conveyor,Alarm_Text, 
170,Vertical Conveyor,Bad,0
170,Vertical Conveyor,Blocked,False
170,Vertical Conveyor,Down,False
170,Vertical Conveyor,Good,4
170,Vertical Conveyor,Starved,False
170,Vertical Conveyor,State,Running
170,Vertical Conveyor,Total,600
175,Box Erector,Alarm_State,NORMAL
175,Box Erector,Alarm_Text, 
175,Box Erector,Bad,0
175,Box Erector,Blocked,False
175,Box Erector,Down,False
175,Box Erector,Good,15
175,Box Erector,Starved,False
175,Box Erector,State,Running
175,Box Erector,Total,16
175,Box Sealer,Alarm_State,NORMAL
175,Box Sealer,Alarm_Text, 
175,Box Sealer,Bad,0
175,Box Sealer,Blocked,False
175,Box Sealer,Down,False
175,Box Sealer,Good,2
175,Box Sealer,Starved,False
175,Box Sealer,State,Running
175,Box Sealer,Total,3
175,Conveyor Left Turn,Total,1
175,Conveyor Right Turn,Total,4
175,Cookie Former,Alarm_State,NORMAL
175,Cookie Former,Alarm_Text, 
175,Cookie Former,Bad,0
175,Cookie Former,Blocked,False
175,Cookie Former,Down,False
175,Cookie Former,Good,1045
175,Cookie Former,Moisture,59.3
175,Cookie Former,Starved,False
175,Cookie Former,State,Running
175,Cookie Former,Temperature,2.87
175,Cookie Former,Total,210
175,Cookie Inspector,Alarm_State,NORMAL
175,Cookie Inspector,Alarm_Text, 
175,Cookie Inspector,Bad,2
175,Cookie Inspector,Blocked,False
175,Cookie Inspector,Down,False
175,Cookie Inspector,Good,1008
175,Cookie Inspector,Starved,False
175,Cookie Inspector,State,Running
175,Cookie Inspector,Total,1010
175,Freezer Tunnel,Alarm_State,NORMAL
175,Freezer Tunnel,Alarm_Text, 
175,Freezer Tunnel,Bad,0
175,Freezer Tunnel,Blocked,False
175,Freezer Tunnel,Down,False
175,Freezer Tunnel,Good,1010
175,Freezer Tunnel,Speed,8.82
175,Freezer Tunnel,Starved,False
175,Freezer Tunnel,State,Running
175,Freezer Tunnel,Temperature,-22.03
175,Freezer Tunnel,Total,1015
175,Labeller,Alarm_State,NORMAL
175,Labeller,Alarm_Text, 
175,Labeller,Bad,0
175,Labeller,Blocked,False
175,Labeller,Down,False
175,Labeller,Good,0
175,Labeller,Starved,False
175,Labeller,State,Running
175,Labeller,Total,0
175,Line 1,Shift,1
175,Liner Inserter,Alarm_State,NORMAL
175,Liner Inserter,Alarm_Text, 
175,Liner Inserter,Bad,0
175,Liner Inserter,Blocked,False
175,Liner Inserter,Down,False
175,Liner Inserter,Good,10
175,Liner Inserter,Starved,False
175,Liner Inserter,State,Running
175,Liner Inserter,Total,11
175,Vertical Conveyor,Alarm_State,NORMAL
175,Vertical Conveyor,Alarm_Text, 
175,Vertical Conveyor,Bad,0
175,Vertical Conveyor,Blocked,False
175,Vertical Conveyor,Down,False
175,Vertical Conveyor,Good,4
175,Vertical Conveyor,Starved,False
175,Vertical Conveyor,State,Running
175,Vertical Conveyor,Total,600
180,Box Erector,Alarm_State,NORMAL
180,Box Erector,Alarm_Text, 
180,Box Erector,Bad,0
180,Box Erector,Blocked,False
180,Box Erector,Down,False
180,Box Erector,Good,15
180,Box Erector,Starved,False
180,Box Erector,State,Running
180,Box Erector,Total,16
180,Box Sealer,Alarm_State,NORMAL
180,Box Sealer,Alarm_Text, 
180,Box Sealer,Bad,0
180,Box Sealer,Blocked,False
180,Box Sealer,Down,False
180,Box Sealer,Good,2
180,Box Sealer,Starved,False
180,Box Sealer,State,Running
180,Box Sealer,Total,3
180,Conveyor Left Turn,Total,1
180,Conveyor Right Turn,Total,4
180,Cookie Former,Alarm_State,NORMAL
180,Cookie Former,Alarm_Text, 
180,Cookie Former,Bad,0
180,Cookie Former,Blocked,False
180,Cookie Former,Down,False
180,Cookie Former,Good,1075
180,Cookie Former,Moisture,59.32
180,Cookie Former,Starved,False
180,Cookie Former,State,Running
180,Cookie Former,Temperature,2.83
180,Cookie Former,Total,216
180,Cookie Inspector,Alarm_State,NORMAL
180,Cookie Inspector,Alarm_Text, 
180,Cookie Inspector,Bad,2
180,Cookie Inspector,Blocked,False
180,Cookie Inspector,Down,False
180,Cookie Inspector,Good,1038
180,Cookie Inspector,Starved,False
180,Cookie Inspector,State,Running
180,Cookie Inspector,Total,1040
180,Freezer Tunnel,Alarm_State,NORMAL
180,Freezer Tunnel,Alarm_Text, 
180,Freezer Tunnel,Bad,0
180,Freezer Tunnel,Blocked,False
180,Freezer Tunnel,Down,False
180,Freezer Tunnel,Good,1040
180,Freezer Tunnel,Speed,8.83
180,Freezer Tunnel,Starved,False
180,Freezer Tunnel,State,Running
180,Freezer Tunnel,Temperature,-22.08
180,Freezer Tunnel,Total,1045
180,Labeller,Alarm_State,NORMAL
180,Labeller,Alarm_Text, 
180,Labeller,Bad,0
180,Labeller,Blocked,False
180,Labeller,Down,False
180,Labeller,Good,0
180,Labeller,Starved,False
180,Labeller,State,Running
180,Labeller,Total,1
180,Line 1,Shift,1
180,Liner Inserter,Alarm_State,NORMAL
180,Liner Inserter,Alarm_Text, 
180,Liner Inserter,Bad,0
180,Liner Inserter,Blocked,False
180,Liner Inserter,Down,False
180,Liner Inserter,Good,10
180,Liner Inserter,Starved,False
180,Liner Inserter,State,Running
180,Liner Inserter,Total,11
180,Vertical Conveyor,Alarm_State,NORMAL
180,Vertical Conveyor,Alarm_Text, 
180,Vertical Conveyor,Bad,0
180,Vertical Conveyor,Blocked,False
180,Vertical Conveyor,Down,False
180,Vertical Conveyor,Good,4
180,Vertical Conveyor,Starved,False
180,Vertical Conveyor,State,Running
180,Vertical Conveyor,Total,600
185,Box Erector,Alarm_State,NORMAL
185,Box Erector,Alarm_Text, 
185,Box Erector,Bad,0
185,Box Erector,Blocked,False
185,Box Erector,Down,False
185,Box Erector,Good,16
185,Box Erector,Starved,False
185,Box Erector,State,Running
185,Box Erector,Total,17
185,Box Sealer,Alarm_State,NORMAL
185,Box Sealer,Alarm_Text, 
185,Box Sealer,Bad,0
185,Box Sealer,Blocked,False
185,Box Sealer,Down,False
185,Box Sealer,Good,3
185,Box Sealer,Starved,False
185,Box Sealer,State,Running
185,Box Sealer,Total,4
185,Conveyor Left Turn,Total,1
185,Conveyor Right Turn,Total,4
185,Cookie Former,Alarm_State,NORMAL
185,Cookie Former,Alarm_Text, 
185,Cookie Former,Bad,0
185,Cookie Former,Blocked,False
185,Cookie Former,Down,False
185,Cookie Former,Good,1105
185,Cookie Former,Moisture,59.35
185,Cookie Former,Starved,False
185,Cookie Former,State,Running
185,Cookie Former,Temperature,2.77
185,Cookie Former,Total,222
185,Cookie Inspector,Alarm_State,NORMAL
185,Cookie Inspector,Alarm_Text, 
185,Cookie Inspector,Bad,2
185,Cookie Inspector,Blocked,False
185,Cookie Inspector,Down,False
185,Cookie Inspector,Good,1063
185,Cookie Inspector,Starved,False
185,Cookie Inspector,State,Running
185,Cookie Inspector,Total,1070
185,Freezer Tunnel,Alarm_State,NORMAL
185,Freezer Tunnel,Alarm_Text, 
185,Freezer Tunnel,Bad,0
185,Freezer Tunnel,Blocked,False
185,Freezer Tunnel,Down,False
185,Freezer Tunnel,Good,1070
185,Freezer Tunnel,Speed,8.84
185,Freezer Tunnel,Starved,False
185,Freezer Tunnel,State,Running
185,Freezer Tunnel,Temperature,-22.11
185,Freezer Tunnel,Total,1075
185,Labeller,Alarm_State,NORMAL
185,Labeller,Alarm_Text, 
185,Labeller,Bad,0
185,Labeller,Blocked,False
185,Labeller,Down,False
185,Labeller,Good,0
185,Labeller,Starved,False
185,Labeller,State,Running
185,Labeller,Total,1
185,Line 1,Shift,1
185,Liner Inserter,Alarm_State,NORMAL
185,Liner Inserter,Alarm_Text, 
185,Liner Inserter,Bad,0
185,Liner Inserter,Blocked,False
185,Liner Inserter,Down,False
185,Liner Inserter,Good,11
185,Liner Inserter,Starved,False
185,Liner Inserter,State,Running
185,Liner Inserter,Total,12
185,Vertical Conveyor,Alarm_State,NORMAL
185,Vertical Conveyor,Alarm_Text, 
185,Vertical Conveyor,Bad,0
185,Vertical Conveyor,Blocked,False
185,Vertical Conveyor,Down,False
185,Vertical Conveyor,Good,5
185,Vertical Conveyor,Starved,False
185,Vertical Conveyor,State,Running
185,Vertical Conveyor,Total,700
190,Box Erector,Alarm_State,NORMAL
190,Box Erector,Alarm_Text, 
190,Box Erector,Bad,0
190,Box Erector,Bad_Parts_1Min,0.0
190,Box Erector,Blocked,False
190,Box Erector,Blocked_Time_1Min,0.0
190,Box Erector,Down,False
190,Box Erector,Down_Time_1Min,0.0
190,Box Erector,Good,16
190,Box Erector,Good_Parts_1Min,4.0
190,Box Erector,Starved,False
190,Box Erector,Starved_Time_1Min,0.0
190,Box Erector,State,Running
190,Box Erector,Total,17
190,Box Erector,Total_Parts_1Min,4.0
190,Box Sealer,Alarm_State,NORMAL
190,Box Sealer,Alarm_Text, 
190,Box Sealer,Bad,0
190,Box Sealer,Bad_Parts_1Min,0.0
190,Box Sealer,Blocked,False
190,Box Sealer,Blocked_Time_1Min,0.0
190,Box Sealer,Down,False
190,Box Sealer,Down_Time_1Min,0.0
190,Box Sealer,Good,3
190,Box Sealer,Good_Parts_1Min,3.0
190,Box Sealer,Starved,False
190,Box Sealer,Starved_Time_1Min,10.0
190,Box Sealer,State,Running
190,Box Sealer,Total,4
190,Box Sealer,Total_Parts_1Min,3.0
190,Conveyor Left Turn,Max_Level,1.0
190,Conveyor Left Turn,Min_Level,1.0
190,Conveyor Left Turn,Total,1
190,Conveyor Right Turn,Max_Level,4.0
190,Conveyor Right Turn,Min_Level,4.0
190,Conveyor Right Turn,Total,4
190,Cookie Former,Alarm_State,NORMAL
190,Cookie Former,Alarm_Text, 
190,Cookie Former,Bad,0
190,Cookie Former,Bad_Parts_1Min,0.0
190,Cookie Former,Blocked,False
190,Cookie Former,Blocked_Time_1Min,0.0
190,Cookie Former,Down,False
190,Cookie Former,Down_Time_1Min,0.0
190,Cookie Former,Good,1135
190,Cookie Former,Good_Parts_1Min,350.0
190,Cookie Former,Moisture,59.32
190,Cookie Former,Starved,False
190,Cookie Former,Starved_Time_1Min,0.0
190,Cookie Former,State,Running
190,Cookie Former,Temperature,2.78
190,Cookie Former,Total,228
190,Cookie Former,Total_Parts_1Min,350.0
190,Cookie Inspector,Alarm_State,NORMAL
190,Cookie Inspector,Alarm_Text, 
190,Cookie Inspector,Bad,2
190,Cookie Inspector,Bad_Parts_1Min,0.0
190,Cookie Inspector,Blocked,False
190,Cookie Inspector,Blocked_Time_1Min,0.0
190,Cookie Inspector,Down,False
190,Cookie Inspector,Down_Time_1Min,0.0
190,Cookie Inspector,Good,1093
190,Cookie Inspector,Good_Parts_1Min,350.0
190,Cookie Inspector,Starved,False
190,Cookie Inspector,Starved_Time_1Min,0.0
190,Cookie Inspector,State,Running
190,Cookie Inspector,Total,1100
190,Cookie Inspector,Total_Parts_1Min,350.0
190,Freezer Tunnel,Alarm_State,NORMAL
190,Freezer Tunnel,Alarm_Text, 
190,Freezer Tunnel,Bad,0
190,Freezer Tunnel,Bad_Parts_1Min,0.0
190,Freezer Tunnel,Blocked,False
190,Freezer Tunnel,Blocked_Time_1Min,0.0
190,Freezer Tunnel,Down,False
190,Freezer Tunnel,Down_Time_1Min,0.0
190,Freezer Tunnel,Good,1100
190,Freezer Tunnel,Good_Parts_1Min,350.0
190,Freezer Tunnel,Speed,8.83
190,Freezer Tunnel,Starved,False
190,Freezer Tunnel,Starved_Time_1Min,0.0
190,Freezer Tunnel,State,Running
190,Freezer Tunnel,Temperature,-22.06
190,Freezer Tunnel,Total,1105
190,Freezer Tunnel,Total_Parts_1Min,350.0
190,Labeller,Alarm_State,NORMAL
190,Labeller,Alarm_Text, 
190,Labeller,Bad,0
190,Labeller,Bad_Parts_1Min,0.0
190,Labeller,Blocked,False
190,Labeller,Blocked_Time_1Min,0.0
190,Labeller,Down,False
190,Labeller,Down_Time_1Min,0.0
190,Labeller,Good,0
190,Labeller,Good_Parts_1Min,0.0
190,Labeller,Starved,False
190,Labeller,Starved_Time_1Min,45.0
190,Labeller,State,Running
190,Labeller,Total,1
190,Labeller,Total_Parts_1Min,0.0
190,Line 1,Shift,1
190,Liner Inserter,Alarm_State,NORMAL
190,Liner Inserter,Alarm_Text, 
190,Liner Inserter,Bad,0
190,Liner Inserter,Bad_Parts_1Min,0.0
190,Liner Inserter,Blocked,False
190,Liner Inserter,Blocked_Time_1Min,0.0
190,Liner Inserter,Down,False
190,Liner Inserter,Down_Time_1Min,0.0
190,Liner Inserter,Good,11
190,Liner Inserter,Good_Parts_1Min,4.0
190,Liner Inserter,Starved,False
190,Liner Inserter,Starved_Time_1Min,0.0
190,Liner Inserter,State,Running
190,Liner Inserter,Total,12
190,Liner Inserter,Total_Parts_1Min,4.0
190,Vertical Conveyor,Alarm_State,NORMAL
190,Vertical Conveyor,Alarm_Text, 
190,Vertical Conveyor,Bad,0
190,Vertical Conveyor,Bad_Parts_1Min,0.0
190,Vertical Conveyor,Blocked,False
190,Vertical Conveyor,Blocked_Time_1Min,0.0
190,Vertical Conveyor,Down,False
190,Vertical Conveyor,Down_Time_1Min,0.0
190,Vertical Conveyor,Good,5
190,Vertical Conveyor,Good_Parts_1Min,4.0
190,Vertical Conveyor,Starved,False
190,Vertical Conveyor,Starved_Time_1Min,0.0
190,Vertical Conveyor,State,Running
190,Vertical Conveyor,Total,700
190,Vertical Conveyor,Total_Parts_1Min,4.0
195,Box Erector,Alarm_State,NORMAL
195,Box Erector,Alarm_Text, 
195,Box Erector,Bad,0
195,Box Erector,Blocked,False
195,Box Erector,Down,False
195,Box Erector,Good,16
195,Box Erector,Starved,False
195,Box Erector,State,Running
195,Box Erector,Total,17
195,Box Sealer,Alarm_State,NORMAL
195,Box Sealer,Alarm_Text, 
195,Box Sealer,Bad,0
195,Box Sealer,Blocked,False
195,Box Sealer,Down,False
195,Box Sealer,Good,3
195,Box Sealer,Starved,False
195,Box Sealer,State,Running
195,Box Sealer,Total,4
195,Conveyor Left Turn,Total,1
195,Conveyor Right Turn,Total,4
195,Cookie Former,Alarm_State,NORMAL
195,Cookie Former,Alarm_Text, 
195,Cookie Former,Bad,0
195,Cookie Former,Blocked,False
195,Cookie Former,Down,False
195,Cookie Former,Good,1165
195,Cookie Former,Moisture,59.39
195,Cookie Former,Starved,False
195,Cookie Former,State,Running
195,Cookie Former,Temperature,2.76
195,Cookie Former,Total,234
195,Cookie Inspector,Alarm_State,NORMAL
195,Cookie Inspector,Alarm_Text, 
195,Cookie Inspector,Bad,2
195,Cookie Inspector,Blocked,False
195,Cookie Inspector,Down,False
195,Cookie Inspector,Good,1123
195,Cookie Inspector,Starved,False
195,Cookie Inspector,State,Running
195,Cookie Inspector,Total,1130
195,Freezer Tunnel,Alarm_State,NORMAL
195,Freezer Tunnel,Alarm_Text, 
195,Freezer Tunnel,Bad,0
195,Freezer Tunnel,Blocked,False
195,Freezer Tunnel,Down,False
195,Freezer Tunnel,Good,1130
195,Freezer Tunnel,Speed,8.87
195,Freezer Tunnel,Starved,False
195,Freezer Tunnel,State,Running
195,Freezer Tunnel,Temperature,-22.03
195,Freezer Tunnel,Total,1135
195,Labeller,Alarm_State,NORMAL
195,Labeller,Alarm_Text, 
195,Labeller,Bad,0
195,Labeller,Blocked,False
195,Labeller,Down,False
195,Labeller,Good,1
195,Labeller,Starved,False
195,Labeller,State,Running
195,Labeller,Total,2
195,Line 1,Shift,1
195,Liner Inserter,Alarm_State,NORMAL
195,Liner Inserter,Alarm_Text, 
195,Liner Inserter,Bad,0
195,Liner Inserter,Blocked,False
195,Liner Inserter,Down,False
195,Liner Inserter,Good,11
195,Liner Inserter,Starved,False
195,Liner Inserter,State,Running
195,Liner Inserter,Total,12
195,Vertical Conveyor,Alarm_State,NORMAL
195,Vertical Conveyor,Alarm_Text, 
195,Vertical Conveyor,Bad,0
195,Vertical Conveyor,Blocked,False
195,Vertical Conveyor,Down,False
195,Vertical Conveyor,Good,5
195,Vertical Conveyor,Starved,False
195,Vertical Conveyor,State,Running
195,Vertical Conveyor,Total,700
200,Box Erector,Alarm_State,NORMAL
200,Box Erector,Alarm_Text, 
200,Box Erector,Bad,0
200,Box Erector,Blocked,False
200,Box Erector,Down,False
200,Box Erector,Good,17
200,Box Erector,Starved,False
200,Box Erector,State,Running
200,Box Erector,Total,18
200,Box Sealer,Alarm_State,NORMAL
200,Box Sealer,Alarm_Text, 
200,Box Sealer,Bad,0
200,Box Sealer,Blocked,False
200,Box Sealer,Down,False
200,Box Sealer,Good,4
200,Box Sealer,Starved,False
200,Box Sealer,State,Running
200,Box Sealer,Total,5
200,Conveyor Left Turn,Total,1
200,Conveyor Right Turn,Total,4
200,Cookie Former,Alarm_State,NORMAL
200,Cookie Former,Alarm_Text, 
200,Cookie Former,Bad,0
200,Cookie Former,Blocked,False
200,Cookie Former,Down,False
200,Cookie Former,Good,1195
200,Cookie Former,Moisture,59.47
200,Cookie Former,Starved,False
200,Cookie Former,State,Running
200,Cookie Former,Temperature,2.75
200,Cookie Former,Total,240
200,Cookie Inspector,Alarm_State,NORMAL
200,Cookie Inspector,Alarm_Text, 
200,Cookie Inspector,Bad,2
200,Cookie Inspector,Blocked,False
200,Cookie Inspector,Down,False
200,Cookie Inspector,Good,1153
200,Cookie Inspector,Starved,False
200,Cookie Inspector,State,Running
200,Cookie Inspector,Total,1160
200,Freezer Tunnel,Alarm_State,NORMAL
200,Freezer Tunnel,Alarm_Text, 
200,Freezer Tunnel,Bad,0
200,Freezer Tunnel,Blocked,False
200,Freezer Tunnel,Down,False
200,Freezer Tunnel,Good,1160
200,Freezer Tunnel,Speed,8.86
200,Freezer Tunnel,Starved,False
200,Freezer Tunnel,State,Running
200,Freezer Tunnel,Temperature,-21.95
200,Freezer Tunnel,Total,1165
200,Labeller,Alarm_State,NORMAL
200,Labeller,Alarm_Text, 
200,Labeller,Bad,0
200,Labeller,Blocked,False
200,Labeller,Down,False
200,Labeller,Good,1
200,Labeller,Starved,False
200,Labeller,State,Running
200,Labeller,Total,2
200,Line 1,Shift,1
200,Liner Inserter,Alarm_State,NORMAL
200,Liner Inserter,Alarm_Text, 
200,Liner Inserter,Bad,0
200,Liner Inserter,Blocked,False
200,Liner Inserter,Down,False
200,Liner Inserter,Good,12
200,Liner Inserter,Starved,False
200,Liner Inserter,State,Running
200,Liner Inserter,Total,13
200,Vertical Conveyor,Alarm_State,NORMAL
200,Vertical Conveyor,Alarm_Text, 
200,Vertical Conveyor,Bad,0
200,Vertical Conveyor,Blocked,False
200,Vertical Conveyor,Down,False
200,Vertical Conveyor,Good,6
200,Vertical Conveyor,Starved,False
200,Vertical Conveyor,State,Running
200,Vertical Conveyor,Total,800
205,Box Erector,Alarm_State,NORMAL
205,Box Erector,Alarm_Text, 
205,Box Erector,Bad,0
205,Box Erector,Blocked,False
205,Box Erector,Down,False
205,Box Erector,Good,17
205,Box Erector,Starved,False
205,Box Erector,State,Running
205,Box Erector,Total,18
205,Box Sealer,Alarm_State,NORMAL
205,Box Sealer,Alarm_Text, 
205,Box Sealer,Bad,0
205,Box Sealer,Blocked,False
205,Box Sealer,Down,False
205,Box Sealer,Good,4
205,Box Sealer,Starved,False
205,Box Sealer,State,Running
205,Box Sealer,Total,5
205,Conveyor Left Turn,Total,1
205,Conveyor Right Turn,Total,4
205,Cookie Former,Alarm_State,NORMAL
205,Cookie Former,Alarm_Text, 
205,Cookie Former,Bad,0
205,Cookie Former,Blocked,False
205,Cookie Former,Down,False
205,Cookie Former,Good,1220
205,Cookie Former,Moisture,59.54
205,Cookie Former,Starved,False
205,Cookie Former,State,Running
205,Cookie Former,Temperature,2.78
205,Cookie Former,Total,245
205,Cookie Inspector,Alarm_State,NORMAL
205,Cookie Inspector,Alarm_Text, 
205,Cookie Inspector,Bad,2
205,Cookie Inspector,Blocked,False
205,Cookie Inspector,Down,False
205,Cookie Inspector,Good,1183
205,Cookie Inspector,Starved,False
205,Cookie Inspector,State,Running
205,Cookie Inspector,Total,1185
205,Freezer Tunnel,Alarm_State,NORMAL
205,Freezer Tunnel,Alarm_Text, 
205,Freezer Tunnel,Bad,0
205,Freezer Tunnel,Blocked,False
205,Freezer Tunnel,Down,False
205,Freezer Tunnel,Good,1185
205,Freezer Tunnel,Speed,8.84
205,Freezer Tunnel,Starved,False
205,Freezer Tunnel,State,Running
205,Freezer Tunnel,Temperature,-21.97
205,Freezer Tunnel,Total,1190
205,Labeller,Alarm_State,NORMAL
205,Labeller,Alarm_Text, 
205,Labeller,Bad,0
205,Labeller,Blocked,False
205,Labeller,Down,False
205,Labeller,Good,1
205,Labeller,Starved,False
205,Labeller,State,Running
205,Labeller,Total,2
205,Line 1,Shift,1
205,Liner Inserter,Alarm_State,NORMAL
205,Liner Inserter,Alarm_Text, 
205,Liner Inserter,Bad,0
205,Liner Inserter,Blocked,False
205,Liner Inserter,Down,False
205,Liner Inserter,Good,12
205,Liner Inserter,Starved,False
205,Liner Inserter,State,Running
205,Liner Inserter,Total,13
205,Vertical Conveyor,Alarm_State,NORMAL
205,Vertical Conveyor,Alarm_Text, 
205,Vertical Conveyor,Bad,0
205,Vertical Conveyor,Blocked,False
205,Vertical Conveyor,Down,False
205,Vertical Conveyor,Good,6
205,Vertical Conveyor,Starved,False
205,Vertical Conveyor,State,Running
205,Vertical Conveyor,Total,800
210,Box Erector,Alarm_State,NORMAL
210,Box Erector,Alarm_Text, 
210,Box Erector,Bad,0
210,Box Erector,Blocked,False
210,Box Erector,Down,False
210,Box Erector,Good,17
210,Box Erector,Starved,False
210,Box Erector,State,Running
210,Box Erector,Total,18
210,Box Sealer,Alarm_State,NORMAL
210,Box Sealer,Alarm_Text, 
210,Box Sealer,Bad,0
210,Box Sealer,Blocked,False
210,Box Sealer,Down,False
210,Box Sealer,Good,4
210,Box Sealer,Starved,False
210,Box Sealer,State,Running
210,Box Sealer,Total,5
210,Conveyor Left Turn,Total,1
210,Conveyor Right Turn,Total,4
210,Cookie Former,Alarm_State,NORMAL
210,Cookie Former,Alarm_Text, 
210,Cookie Former,Bad,0
210,Cookie Former,Blocked,False
210,Cookie Former,Down,False
210,Cookie Former,Good,1250
210,Cookie Former,Moisture,59.58
210,Cookie Former,Starved,False
210,Cookie Former,State,Running
210,Cookie Former,Temperature,2.74
210,Cookie Former,Total,251
210,Cookie Inspector,Alarm_State,NORMAL
210,Cookie Inspector,Alarm_Text, 
210,Cookie Inspector,Bad,2
210,Cookie Inspector,Blocked,False
210,Cookie Inspector,Down,False
210,Cookie Inspector,Good,1213
210,Cookie Inspector,Starved,False
210,Cookie Inspector,State,Running
210,Cookie Inspector,Total,1215
210,Freezer Tunnel,Alarm_State,NORMAL
210,Freezer Tunnel,Alarm_Text, 
210,Freezer Tunnel,Bad,0
210,Freezer Tunnel,Blocked,False
210,Freezer Tunnel,Down,False
210,Freezer Tunnel,Good,1215
210,Freezer Tunnel,Speed,8.82
210,Freezer Tunnel,Starved,False
210,Freezer Tunnel,State,Running
210,Freezer Tunnel,Temperature,-22.08
210,Freezer Tunnel,Total,1220
210,Labeller,Alarm_State,NORMAL
210,Labeller,Alarm_Text, 
210,Labeller,Bad,0
210,Labeller,Blocked,False
210,Labeller,Down,False
210,Labeller,Good,2
210,Labeller,Starved,False
210,Labeller,State,Running
210,Labeller,Total,3
210,Line 1,Shift,1
210,Liner Inserter,Alarm_State,NORMAL
210,Liner Inserter,Alarm_Text, 
210,Liner Inserter,Bad,0
210,Liner Inserter,Blocked,False
210,Liner Inserter,Down,False
210,Liner Inserter,Good,12
210,Liner Inserter,Starved,False
210,Liner Inserter,State,Running
210,Liner Inserter,Total,13
210,Vertical Conveyor,Alarm_State,NORMAL
210,Vertical Conveyor,Alarm_Text, 
210,Vertical Conveyor,Bad,0
210,Vertical Conveyor,Blocked,False
210,Vertical Conveyor,Down,False
210,Vertical Conveyor,Good,6
210,Vertical Conveyor,Starved,False
210,Vertical Conveyor,State,Running
210,Vertical Conveyor,Total,800
215,Box Erector,Alarm_State,NORMAL
215,Box Erector,Alarm_Text, 
215,Box Erector,Bad,0
215,Box Erector,Blocked,False
215,Box Erector,Down,False
215,Box Erector,Good,18
215,Box Erector,Starved,False
215,Box Erector,State,Running
215,Box Erector,Total,19
215,Box Sealer,Alarm_State,NORMAL
215,Box Sealer,Alarm_Text, 
215,Box Sealer,Bad,0
215,Box Sealer,Blocked,False
215,Box Sealer,Down,False
215,Box Sealer,Good,5
215,Box Sealer,Starved,False
215,Box Sealer,State,Running
215,Box Sealer,Total,6
215,Conveyor Left Turn,Total,1
215,Conveyor Right Turn,Total,4
215,Cookie Former,Alarm_State,NORMAL
215,Cookie Former,Alarm_Text, 
215,Cookie Former,Bad,0
215,Cookie Former,Blocked,False
215,Cookie Former,Down,False
215,Cookie Former,Good,1280
215,Cookie Former,Moisture,59.59
215,Cookie Former,Starved,False
215,Cookie Former,State,Running
215,Cookie Former,Temperature,2.7
215,Cookie Former,Total,257
215,Cookie Inspector,Alarm_State,NORMAL
215,Cookie Inspector,Alarm_Text, 
215,Cookie Inspector,Bad,2
215,Cookie Inspector,Blocked,False
215,Cookie Inspector,Down,False
215,Cookie Inspector,Good,1238
215,Cookie Inspector,Starved,False
215,Cookie Inspector,State,Running
215,Cookie Inspector,Total,1245
215,Freezer Tunnel,Alarm_State,NORMAL
215,Freezer Tunnel,Alarm_Text, 
215,Freezer Tunnel,Bad,0
215,Freezer Tunnel,Blocked,False
215,Freezer Tunnel,Down,False
215,Freezer Tunnel,Good,1245
215,Freezer Tunnel,Speed,8.8
215,Freezer Tunnel,Starved,False
215,Freezer Tunnel,State,Running
215,Freezer Tunnel,Temperature,-22.24
215,Freezer Tunnel,Total,1250
215,Labeller,Alarm_State,NORMAL
215,Labeller,Alarm_Text, 
215,Labeller,Bad,0
215,Labeller,Blocked,False
215,Labeller,Down,False
215,Labeller,Good,2
215,Labeller,Starved,False
215,Labeller,State,Running
215,Labeller,Total,3
215,Line 1,Shift,1
215,Liner Inserter,Alarm_State,NORMAL
215,Liner Inserter,Alarm_Text, 
215,Liner Inserter,Bad,0
215,Liner Inserter,Blocked,False
215,Liner Inserter,Down,False
215,Liner Inserter,Good,13
215,Liner Inserter,Starved,False
215,Liner Inserter,State,Running
215,Liner Inserter,Total,14
215,Vertical Conveyor,Alarm_State,NORMAL
215,Vertical Conveyor,Alarm_Text, 
215,Vertical Conveyor,Bad,0
215,Vertical Conveyor,Blocked,False
215,Vertical Conveyor,Down,False
215,Vertical Conveyor,Good,7
215,Vertical Conveyor,Starved,False
215,Vertical Conveyor,State,Running
215,Vertical Conveyor,Total,900
220,Box Erector,Alarm_State,NORMAL
220,Box Erector,Alarm_Text, 
220,Box Erector,Bad,0
220,Box Erector,Blocked,False
220,Box Erector,Down,False
220,Box Erector,Good,18
220,Box Erector,Starved,False
220,Box Erector,State,Running
220,Box Erector,Total,19
220,Box Sealer,Alarm_State,NORMAL
220,Box Sealer,Alarm_Text, 
220,Box Sealer,Bad,0
220,Box Sealer,Blocked,False
220,Box Sealer,Down,False
220,Box Sealer,Good,5
220,Box Sealer,Starved,False
220,Box Sealer,State,Running
220,Box Sealer,Total,6
220,Conveyor Left Turn,Total,1
220,Conveyor Right Turn,Total,4
220,Cookie Former,Alarm_State,NORMAL
220,Cookie Former,Alarm_Text, 
220,Cookie Former,Bad,0
220,Cookie Former,Blocked,False
220,Cookie Former,Down,False
220,Cookie Former,Good,1310
220,Cookie Former,Moisture,59.66
220,Cookie Former,Starved,False
220,Cookie Former,State,Running
220,Cookie Former,Temperature,2.77
220,Cookie Former,Total,263
220,Cookie Inspector,Alarm_State,NORMAL
220,Cookie Inspector,Alarm_Text, 
